local_datetime,site_id,num_days,meter_cost,demand_rate,kW,demand_cost,value,energy_cost,avg_energy_rate,total_cost
2012-06-30,100,30,137.9877,21.63,308.8392,6680.191895999999,44503.264299995026,8063.991491160584,0.18119999999999076,14882.171087160583
2012-06-30,101,30,137.9877,21.63,592.7888,12822.021744,205945.98369999995,37317.41224644002,0.18119999999999076,50277.42169044002
2012-06-30,103,30,137.9877,21.63,752.3195999999999,16272.672947999998,140989.5197999999,25547.30098775917,0.18119999999999076,41957.961635759166
2012-06-30,109,30,137.9877,21.63,272.4848,5893.846224,90271.13629999987,16357.129897560088,0.18119999999999076,22388.96382156009
2012-06-30,111,30,137.9877,21.63,283.39279999999997,6129.786263999999,67783.59580000094,12282.387558960376,0.18119999999999076,18550.161522960374
2012-06-30,116,30,137.9877,21.63,455.1524,9844.946412,156782.34859999747,28408.961566318958,0.18119999999999076,38391.89567831896
2012-06-30,136,30,137.9877,21.63,281.3684,6085.998492,61918.52510000048,11219.636748119847,0.18119999999999076,17443.622940119847
2012-06-30,137,30,137.9877,21.63,371.0472,8025.7509359999995,96301.82259999943,17449.89025512005,0.18119999999999076,25613.628891120054
2012-06-30,144,30,137.9877,21.63,279.3944,6043.300872,40983.218400003134,7426.15917407961,0.18119999999999076,13607.44774607961
2012-06-30,153,30,137.9877,21.63,273.5604,5917.111452,94793.53769999974,17176.5890312412,0.18119999999999076,23231.688183241204
2012-06-30,186,30,137.9877,21.63,392.70399999999995,8494.187519999998,111033.78219999444,20119.32133463991,0.18119999999999076,28751.49655463991
2012-06-30,197,30,137.9877,21.63,449.6544,9726.024672,88677.21830000081,16068.3119559598,0.18119999999999076,25932.3243279598
2012-06-30,213,30,137.9877,21.63,148.9304,3221.3645519999995,22283.61079999992,4037.79027695995,0.18119999999999076,7397.14252895995
2012-06-30,214,30,137.9877,21.63,415.5636,8988.640668,49794.16200000019,9022.702154399607,0.18119999999999076,18149.330522399607
2012-06-30,217,30,137.9877,21.63,382.6916,8277.619308,160689.65980000253,29116.96635576003,0.18119999999999076,37532.57336376003
2012-06-30,218,30,137.9877,21.63,453.53920000000005,9810.052896000001,130449.32370000002,23637.41745444051,0.18119999999999076,33585.45805044052
2012-06-30,224,30,137.9877,21.63,446.5696,9659.300448,133003.94179999863,24100.31425415992,0.18119999999999076,33897.60240215992
2012-06-30,228,30,137.9877,21.63,114.7292,2481.592596,26203.669300000645,4748.1048771602555,0.18119999999999076,7367.685173160255
2012-06-30,236,30,137.9877,21.63,177.6556,3842.690628,42674.45990000046,7732.612133879761,0.18119999999999076,11713.29046187976
2012-06-30,259,30,137.9877,21.63,516.2048,11165.509823999999,114410.83189999977,20731.24274028005,0.18119999999999076,32034.74026428005
2012-06-30,270,30,137.9877,21.63,335.416,7255.04808,140839.24899999707,25520.07191880052,0.18119999999999076,32913.10769880052
2012-06-30,275,30,137.9877,21.63,249.3324,5393.0598119999995,68312.9010000002,12378.297661200444,0.18119999999999076,17909.345173200443
2012-07-31,88,31,142.58729,21.63,225.39319999999998,4875.254915999999,74384.40510000374,13478.454204119867,0.18119999999999073,18496.296410119867
